full_text,label,language,cleaned_text,is_metadata_only,word_count,contains_rempang
Hipmi memberikan perhatian besar terhadap investasi Rempang Eco City yang terus dikawal oleh Menteri Investasi Bahlil Lahadalia dan  siap membantu menyukseskan investasi ini. prabowo @Gerindra @kompascom @corbuzier Bahlil Kawal Investasi  #HIPMIRempang https://t.co/81YMPsplGw,,id,Hipmi memberikan perhatian besar terhadap investasi Rempang Eco City yang terus dikawal oleh Menteri Investasi Bahlil Lahadalia dan  siap membantu menyukseskan investasi ini. prabowo @Gerindra @kompascom @corbuzier Bahlil Kawal Investasi  #HIPMIRempang https   t.co 81YMPsplGw,False,33,True
"@CNNIndonesia Polri kok gak tangkap pejabat ini orang, sdh jelas2 bukti dilapangan belum ada nya AMDAL, kok bs2 nya KLAIM sdh beres sehingga pengerahan POLRI/TNI terjadi kerugian masyarakat asli REMPANG",,id,"@CNNIndonesia Polri kok gak tangkap pejabat ini orang, sdh jelas2 bukti dilapangan belum ada nya AMDAL, kok bs2 nya KLAIM sdh beres sehingga pengerahan POLRI TNI terjadi kerugian masyarakat asli REMPANG",False,31,True
"@HusinShihab Kaga pake nalar tinggi. Data udah sekarung. Baca dong! Cari aja siapa yang diuntungkan.. Kok bisa investor kontrak sampai 190 tahun? tanpa Syarat? Gimana pergerakan Luhut ke Tiongkok? Kenapa jadi Rempang yang laku duluan?  maaf yee, pendukung AMIN punya modal kuota sendiri!!",,id,"@HusinShihab Kaga pake nalar tinggi. Data udah sekarung. Baca dong! Cari aja siapa yang diuntungkan.. Kok bisa investor kontrak sampai 190 tahun? tanpa Syarat? Gimana pergerakan Luhut ke Tiongkok? Kenapa jadi Rempang yang laku duluan?  maaf yee, pendukung AMIN punya modal kuota sendiri!!",False,43,True
@geloraco Duit BP Batam dari mana? Dari kantong pribadi? Woi.. @bahlillahadalia.. duit BP Batam itu dari APBN. Berbagai fasilitas dlm rangka menggusur masy Rempang itu atas beban APBN yg mau dilakukan utk kepentingan investor China dan mafia dunia hitam. Masih waraskah?,,id,@geloraco Duit BP Batam dari mana? Dari kantong pribadi? Woi.. @bahlillahadalia.. duit BP Batam itu dari APBN. Berbagai fasilitas dlm rangka menggusur masy Rempang itu atas beban APBN yg mau dilakukan utk kepentingan investor China dan mafia dunia hitam. Masih waraskah?,False,41,True
"@Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @aan_muba @al_lasan @Anak__Ogi @GunRomli @Marbot_Udien @Miduk17 @seruanhl Terus yang buat Investasi di Rempang yang tidak sesuai Konstitusi, Pancasila, dan nilai budaya Trisakti juga dari luar negeri ya. Tidak pengin kesejahteraan dan keadilan bangsa terwujud?",,id,"@Aryprasetyo85 @007koteka @03__nakula @__AnakKolong @aan_muba @al_lasan @Anak__Ogi @GunRomli @Marbot_Udien @Miduk17 @seruanhl Terus yang buat Investasi di Rempang yang tidak sesuai Konstitusi, Pancasila, dan nilai budaya Trisakti juga dari luar negeri ya. Tidak pengin kesejahteraan dan keadilan bangsa terwujud?",False,32,True
"@6undul0h Maklum...dari awal Pak Presiden sudah menyebut ada masalah komunikasi"" soal Rempang ini... Wajar saja klo ada pejabat yg logika bahasanya aneh2 kyk gt... 🤣""",,id,@6undul0h Maklum...dari awal Pak Presiden sudah menyebut ada masalah komunikasi  soal Rempang ini... Wajar saja klo ada pejabat yg logika bahasanya aneh2 kyk gt...,False,25,True
@tukiman_sakti @ike_hw71 @kangdede78 @cakimiNOW gimana tdk tahu wong dia sendiri yang janji mau sertifikat tanah aja tdk di lakukan ..padahal di rempang pemilu dia sdh menang..tp janji ya tinggal janji lupa lupa lupa lupa lupa lupa terus,,id,@tukiman_sakti @ike_hw71 @kangdede78 @cakimiNOW gimana tdk tahu wong dia sendiri yang janji mau sertifikat tanah aja tdk di lakukan ..padahal di rempang pemilu dia sdh menang..tp janji ya tinggal janji lupa lupa lupa lupa lupa lupa terus,False,36,True
@tvOneNews Tindakan yg dilakukan oleh Aparat di Rempang lebih biadab dari preman dan mereka pula yg memulai mengusik kehidupan dan ketenangan warga demi investor yang entah warga negara mana.,,id,@tvOneNews Tindakan yg dilakukan oleh Aparat di Rempang lebih biadab dari preman dan mereka pula yg memulai mengusik kehidupan dan ketenangan warga demi investor yang entah warga negara mana.,False,29,True
"Buka mata buka hati pak @jokowi ? .. gunakan kekuasaan utk kesejahteraan rakyat..  Pak @bahlillahadalia jgn lah berpura-pura benar, bagaimana kalau Anda jd rakyat pulau Rempang.. ingat Semua yg Anda lakukan akan ada balasannya.. https://t.co/WEz8RqHI6A",,id,"Buka mata buka hati pak @jokowi ? .. gunakan kekuasaan utk kesejahteraan rakyat..  Pak @bahlillahadalia jgn lah berpura-pura benar, bagaimana kalau Anda jd rakyat pulau Rempang.. ingat Semua yg Anda lakukan akan ada balasannya.. https   t.co WEz8RqHI6A",False,33,True
"Optimalkan investasi, bangun masa depan! HIPMI memberikan apresiasi kepada Menteri Bahlil yang gigih mengawal proyek Rempang Eco Park. https://t.co/svgW2Zv59F @ganjarpranowo  Bahlil Kawal Investasi #HIPMIRempang",,id,"Optimalkan investasi, bangun masa depan! HIPMI memberikan apresiasi kepada Menteri Bahlil yang gigih mengawal proyek Rempang Eco Park. https   t.co svgW2Zv59F @ganjarpranowo  Bahlil Kawal Investasi #HIPMIRempang",False,25,True
"16 Warga Rempang Sudah Menempati Hunian Sementara BP Batam kembali memfasilitasi pemindahan terhadap enam Kepala Keluarga (KK) Asal Desa Pasir Panjang, Kelurahan Rempang Cate, ke hunian sementara. Selasa (3/10/2023) #bpbatam #batam #rempang #rempanggalang https://t.co/rKZsoaRJcX",,id,"16 Warga Rempang Sudah Menempati Hunian Sementara BP Batam kembali memfasilitasi pemindahan terhadap enam Kepala Keluarga  KK  Asal Desa Pasir Panjang, Kelurahan Rempang Cate, ke hunian sementara. Selasa  3 10 2023  #bpbatam #batam #rempang #rempanggalang https   t.co rKZsoaRJcX",False,36,True
Rempang Menulis Air Mata Luka Nestapa dalam Sejarah Kelam (Studi Kasus Proyek-PSN-Rempang Eco City-Xyni-China) Bagian 2 dari 4 Tulisan https://t.co/XaIsazcbje  #tjimanoek #tjimanoekcom #rempang #proyekstrategisnasional #wargarempang #investasi #china #xinyi #tiongkok,,id,Rempang Menulis Air Mata Luka Nestapa dalam Sejarah Kelam  Studi Kasus Proyek-PSN-Rempang Eco City-Xyni-China  Bagian 2 dari 4 Tulisan https   t.co XaIsazcbje  #tjimanoek #tjimanoekcom #rempang #proyekstrategisnasional #wargarempang #investasi #china #xinyi #tiongkok,False,26,True
"@lapen_melon @CNNIndonesia itulah peran pemerintah, harusnya bisa jadi penengah untuk memberikan solusi terbaik bagi warga terdampak dan juga investor, kasus yang ada di rempang mungkin bisa jadi contoh agar kedepannya proyek investasi bisa direncanakan dengan lebih baik",,id,"@lapen_melon @CNNIndonesia itulah peran pemerintah, harusnya bisa jadi penengah untuk memberikan solusi terbaik bagi warga terdampak dan juga investor, kasus yang ada di rempang mungkin bisa jadi contoh agar kedepannya proyek investasi bisa direncanakan dengan lebih baik",False,36,True
Bentuk keseriusan HIPMI dalam mendukung pembangunan proyek strategis nasional di Rempang adalah dengan memberikan pelatihan kewirausahaan untuk masyarakat Rempang. @DPR_RI @PartaiSocmed  Bahlil Kawal Investasi  #HIPMIRempang https://t.co/F3U7UCAHmm,,id,Bentuk keseriusan HIPMI dalam mendukung pembangunan proyek strategis nasional di Rempang adalah dengan memberikan pelatihan kewirausahaan untuk masyarakat Rempang. @DPR_RI @PartaiSocmed  Bahlil Kawal Investasi  #HIPMIRempang https   t.co F3U7UCAHmm,False,26,True
MASALAH PULAU REMPANG Konflik Pulau Rempang terjadi antara Pihak Penguasa dengan Masyarakat pulau Rempang yang mendiami 16 Kampung Tua yang berada dipesisir pulau tsb. Merupakan sebuah bentuk Gagal Paham dan tidak memahami terhadap historis Jejak jejak sejarah masa silam.  👇 https://t.co/2qk51MQHOS,,id,MASALAH PULAU REMPANG Konflik Pulau Rempang terjadi antara Pihak Penguasa dengan Masyarakat pulau Rempang yang mendiami 16 Kampung Tua yang berada dipesisir pulau tsb. Merupakan sebuah bentuk Gagal Paham dan tidak memahami terhadap historis Jejak jejak sejarah masa silam.   https   t.co 2qk51MQHOS,False,41,True
"@KakekHalal Lagian PSN tiba² muncul tanpa ada di Rencana Jangka Panjang dan Menengah. Malah PSN Tanjung Lesung yg ada di program sebelumnya sekarang malah ga dikebut pembangunan nya. Tiba² muncul Rempang jadi PSN, pembangunan kok suka². Saatnya Perubahan khususnya Birokrasi",,id,"@KakekHalal Lagian PSN tiba² muncul tanpa ada di Rencana Jangka Panjang dan Menengah. Malah PSN Tanjung Lesung yg ada di program sebelumnya sekarang malah ga dikebut pembangunan nya. Tiba² muncul Rempang jadi PSN, pembangunan kok suka². Saatnya Perubahan khususnya Birokrasi",False,40,True
Buku Librari Ori - Mati Sebelum Mati Buka Kesadaran Hakiki https://t.co/Z9NL5KJalm WR 1 Dajjal Batik Air Rempang Kapolsek #AniesMuhaimin2024 Jenglot Miring #HongKongOpen2023 https://t.co/1JFRq6cS3c https://t.co/iqWvErZI88,,id,Buku Librari Ori - Mati Sebelum Mati Buka Kesadaran Hakiki https   t.co Z9NL5KJalm WR 1 Dajjal Batik Air Rempang Kapolsek #AniesMuhaimin2024 Jenglot Miring #HongKongOpen2023 https   t.co 1JFRq6cS3c https   t.co iqWvErZI88,False,25,True
"Meng Atas nama kan Rakyat..  Ternyata Untuk Memperkaya Para Kingkong OLIGARKI.   👉Itulah yang PSN.   Rakyat sendiri Di Gusur, Di Usir.   Tetap Miskin.. Walaupun ada Ganti Rugi.  Xixixixi🤣🤣🤣.  Jaga Rempang.",,id,"Meng Atas nama kan Rakyat..  Ternyata Untuk Memperkaya Para Kingkong OLIGARKI.   Itulah yang PSN.   Rakyat sendiri Di Gusur, Di Usir.   Tetap Miskin.. Walaupun ada Ganti Rugi.  Xixixixi   .  Jaga Rempang.",False,29,True
"Dalam konteks Pulau Rempang, adanya #HIPMIRempang Eco City dengan sendirinya memudahkan warga di sana untuk tak perlu hijrah ke tempat lain  Bahlil Kawal Investasi  @mediaindonesia   https://t.co/S8tcGmvcA1",,id,"Dalam konteks Pulau Rempang, adanya #HIPMIRempang Eco City dengan sendirinya memudahkan warga di sana untuk tak perlu hijrah ke tempat lain  Bahlil Kawal Investasi  @mediaindonesia   https   t.co S8tcGmvcA1",False,27,True
@OmJ_JeNggot @alfatih212426 Rakyat Rempang Jangan mau di GESER apalagi di GUSUR.. Resiko makelar tanah yg sdh menjual Tanah tersebut tanpa persetujuan lebih dahulu kepada pemilik tanah Rempang. Rakyat harus melawan para makelar tanah siapa pun yg telah menjual tersebut… Kok enak ya jual2 tanah orang.. ✊💪,,id,@OmJ_JeNggot @alfatih212426 Rakyat Rempang Jangan mau di GESER apalagi di GUSUR.. Resiko makelar tanah yg sdh menjual Tanah tersebut tanpa persetujuan lebih dahulu kepada pemilik tanah Rempang. Rakyat harus melawan para makelar tanah siapa pun yg telah menjual tersebut  Kok enak ya jual2 tanah orang..,False,44,True
"@BangPakat misal nih, misal, kalo jokowi cuma jawab “masa urusan kayak gitu ke presiden, harusnya kapolri” seperti pada kasus rempang kemarin, kira kira anda gimana? xixixi",,id,"@BangPakat misal nih, misal, kalo jokowi cuma jawab  masa urusan kayak gitu ke presiden, harusnya kapolri  seperti pada kasus rempang kemarin, kira kira anda gimana? xixixi",False,26,True
"@Beritasatu Walah2 nyindir ney...tp ya bagai mana...ijazah, bagai mana koruptor, bagai mana rempang, bagai mana mafia2 sekarang...seperti nya mau nyindir2... sepertinya masih kureng jg siii...terakhir usia presiden bisa di setting ulang jg...",,id,"@Beritasatu Walah2 nyindir ney...tp ya bagai mana...ijazah, bagai mana koruptor, bagai mana rempang, bagai mana mafia2 sekarang...seperti nya mau nyindir2... sepertinya masih kureng jg siii...terakhir usia presiden bisa di setting ulang jg...",False,36,True
@IND0_Update @MataNajwa @Metro_TV @tvOneNews Wah selalu salut baget sama Pak menteri Bahlil Kawal Investasi yang totalitas dalam kinerjanya salah satunya dalam melakukan pendekatan humanis dengan warna rempang #HIPMIRempang,,id,@IND0_Update @MataNajwa @Metro_TV @tvOneNews Wah selalu salut baget sama Pak menteri Bahlil Kawal Investasi yang totalitas dalam kinerjanya salah satunya dalam melakukan pendekatan humanis dengan warna rempang #HIPMIRempang,False,26,True
"Menolak Konsultasi AMDAL, Warga Pulau Rempang Bentangkan Spanduk Penolakan: Kami Menangis!  Selasa Whoosh APBN Prabowo Takut Debat Fraksi PKS Macan Dear J Kades Laos Amanda Manopo Jodie Hamil Miftah Denny Caknan Enzy #AniesMuhaimin2024 #TembakauDizalimi https://t.co/FctyIX4Zx9",,id,"Menolak Konsultasi AMDAL, Warga Pulau Rempang Bentangkan Spanduk Penolakan  Kami Menangis!  Selasa Whoosh APBN Prabowo Takut Debat Fraksi PKS Macan Dear J Kades Laos Amanda Manopo Jodie Hamil Miftah Denny Caknan Enzy #AniesMuhaimin2024 #TembakauDizalimi https   t.co FctyIX4Zx9",False,35,True
@ardi_riau5 AYO PROTES OKNUM 2 LAM DI JAKARTA YANG BERTEMU DENGAN SI GANJAR...!!!!  AYO MASYARAKAT RIAU.... MARI SATUKAN TEKAD....!!! JANGAN KASIH KESEMPATAN SEDIKIT PUN KEPADA REZIM JKW DAN PDIP DAN ANTEK2 NYA ....!!! JAGA BUMI MELAYU...!!! INGAT REMPANG TANAH MELAYU ...!!!,,id,@ardi_riau5 AYO PROTES OKNUM 2 LAM DI JAKARTA YANG BERTEMU DENGAN SI GANJAR...!!!!  AYO MASYARAKAT RIAU.... MARI SATUKAN TEKAD....!!! JANGAN KASIH KESEMPATAN SEDIKIT PUN KEPADA REZIM JKW DAN PDIP DAN ANTEK2 NYA ....!!! JAGA BUMI MELAYU...!!! INGAT REMPANG TANAH MELAYU ...!!!,False,37,True
@IND0_Update @mediaindonesia @indozonemedia Inisiatif Bahlil di Pulau Rempang adalah contoh sempurna bagaimana investasi yang cerdas dapat mengubah komunitas. Sukses untuk proyek ini dan dampak positifnya! 🏗️✨ Rempang Aman  #DukungBahlil,,id,@IND0_Update @mediaindonesia @indozonemedia Inisiatif Bahlil di Pulau Rempang adalah contoh sempurna bagaimana investasi yang cerdas dapat mengubah komunitas. Sukses untuk proyek ini dan dampak positifnya!  Rempang Aman  #DukungBahlil,False,27,True
Kami teguh dalam mendukung investasi berkelanjutan! HIPMI mengucapkan terima kasih kepada Menteri Bahlil yang tekun mengawal proyek Rempang Eco Park. https://t.co/vN76usrbng @aniesbaswedan  Bahlil Kawal Investasi #HIPMIRempang,,id,Kami teguh dalam mendukung investasi berkelanjutan! HIPMI mengucapkan terima kasih kepada Menteri Bahlil yang tekun mengawal proyek Rempang Eco Park. https   t.co vN76usrbng @aniesbaswedan  Bahlil Kawal Investasi #HIPMIRempang,False,27,True
@SemutMerah2024 Dia sendiri premannya harus di uaut ini. Sama @KPK_RI malah uaut menteri pertanian yg ga ada hubungannya. Ini usut kasus investasi di pulau rempang pasti banyak itu yg korupsi. Harusnya masuk negara malah masuk kantong pribadi. Please yg amanah kerja pak/bu KPK,,id,@SemutMerah2024 Dia sendiri premannya harus di uaut ini. Sama @KPK_RI malah uaut menteri pertanian yg ga ada hubungannya. Ini usut kasus investasi di pulau rempang pasti banyak itu yg korupsi. Harusnya masuk negara malah masuk kantong pribadi. Please yg amanah kerja pak bu KPK,False,43,True
@shodiqmun @kohonussa_ @SoftWarNews Habis itu kalo Hamas Lenyap Israhell pindah ke Indonesia. !  Mau ?  Rempang nyatanya !  Israhell adalah bentuk Kapitalisme dunia barat yg mau menguasai dunia dengan Uang dan Senjata.,,id,@shodiqmun @kohonussa_ @SoftWarNews Habis itu kalo Hamas Lenyap Israhell pindah ke Indonesia. !  Mau ?  Rempang nyatanya !  Israhell adalah bentuk Kapitalisme dunia barat yg mau menguasai dunia dengan Uang dan Senjata.,False,28,True
"Ingat cerita jaman dulu, saat Indonesia di jajah, Rakyat bersatu bahu membahu untuk mengusir Penjajah, tujuannya hanya satu mempertahankan dan merebut Tanah ini"". #FreePalastine #Israel #Rempang #Seruyan #Malam #00.00 WIB #Mauuu #cpns #Rp 1 #DALEM SAYANG #Hamas""",,id,"Ingat cerita jaman dulu, saat Indonesia di jajah, Rakyat bersatu bahu membahu untuk mengusir Penjajah, tujuannya hanya satu mempertahankan dan merebut Tanah ini . #FreePalastine #Israel #Rempang #Seruyan #Malam #00.00 WIB #Mauuu #cpns #Rp 1 #DALEM SAYANG #Hamas",False,35,True
"Aparat suruhan Rezim Pekok yg tak tau malu, udah jelas² kl Warga Rempang menolak Relokasi tapi masih sj memaksa dan merampas lahan milik warga.....  Wajah² Perampok yg doyan menikmati yg haram 🙄 https://t.co/nOnkBpahv9",,id,"Aparat suruhan Rezim Pekok yg tak tau malu, udah jelas² kl Warga Rempang menolak Relokasi tapi masih sj memaksa dan merampas lahan milik warga.....  Wajah² Perampok yg doyan menikmati yg haram  https   t.co nOnkBpahv9",False,33,True
"@KompasTV Rempang apa kurang jelas lagi itu titipan siapa, warga digusur pdhal belum ada amdal, belum ada studi kelayakan, tempat relokasipun belum ada, hpl belum terbit,   katanya yg stuju 300kk pdhal hanya 3 kk, apalagi yg kau dustakan",,id,"@KompasTV Rempang apa kurang jelas lagi itu titipan siapa, warga digusur pdhal belum ada amdal, belum ada studi kelayakan, tempat relokasipun belum ada, hpl belum terbit,   katanya yg stuju 300kk pdhal hanya 3 kk, apalagi yg kau dustakan",False,37,True
"Hipmi telah  memberikan perhatian besar terhadap investasi Rempang Eco City yang terus dikawal oleh Menteri Investasi Bahlil Lahadalia sejak awal hingga saat ini dan siap membantu menyukseskan investasi ini, semoga bisa berjalan lancar &amp  bermanfaat utk semua pihak. #HIPMIRempang https://t.co/OoJK4SEzdd",,id,"Hipmi telah  memberikan perhatian besar terhadap investasi Rempang Eco City yang terus dikawal oleh Menteri Investasi Bahlil Lahadalia sejak awal hingga saat ini dan siap membantu menyukseskan investasi ini, semoga bisa berjalan lancar  amp  bermanfaat utk semua pihak. #HIPMIRempang https   t.co OoJK4SEzdd",False,41,True
"Bahlil Tolak Permintaan DPR dan Komnas HAM agar Peserta Demo Pulau Rempang Dibebaskan  Kalau dibiarkan, negara kita jadi negara preman,"" ujar Menteri Investasi Bahlil Lahadalia  https://t.co/XFKf8kq51E""",,id,"Bahlil Tolak Permintaan DPR dan Komnas HAM agar Peserta Demo Pulau Rempang Dibebaskan  Kalau dibiarkan, negara kita jadi negara preman,  ujar Menteri Investasi Bahlil Lahadalia  https   t.co XFKf8kq51E",False,27,True
Saya setuju dengan langkah-langkah yang telah dilakukan dan yang akan dilakukan oleh pemerintah terkait warga masyarakat di Pulau Rempang. prabowo @Gerindra @kompascom @corbuzier  Bahlil Kawal Investasi #HIPMIRempang https://t.co/QM3035E94K,,id,Saya setuju dengan langkah-langkah yang telah dilakukan dan yang akan dilakukan oleh pemerintah terkait warga masyarakat di Pulau Rempang. prabowo @Gerindra @kompascom @corbuzier  Bahlil Kawal Investasi #HIPMIRempang https   t.co QM3035E94K,False,28,True
riku kades keras suka amanda manopo gemes petualangan sherina 2 angel eyes kepsek cegil renjun perokok fisip ui bocah ice cold elfira ibu kota negara rempang udil pramuka fokus irene dante kiko gen z cilacap cpns kebayoran lama whoosh ✨Tas Selempang 🔗https://t.co/ku7HbmIVxf https://t.co/8ldNmKolSf,,id,riku kades keras suka amanda manopo gemes petualangan sherina 2 angel eyes kepsek cegil renjun perokok fisip ui bocah ice cold elfira ibu kota negara rempang udil pramuka fokus irene dante kiko gen z cilacap cpns kebayoran lama whoosh Tas Selempang https   t.co ku7HbmIVxf https   t.co 8ldNmKolSf,False,43,True
"DPR menaruh optimisme, kepercayaan besar pada Menteri Bahlil dalam upaya rempang aman dan sekaligus memberi masukan dan dukungan penting kepada Menteri Bahlil terkait investasi di Rempang. Selain itu, apa yang dilakukan Bahlil pun layak jadi percontohan ke depan #DukungBahlil https://t.co/uBe2fya68n",,id,"DPR menaruh optimisme, kepercayaan besar pada Menteri Bahlil dalam upaya rempang aman dan sekaligus memberi masukan dan dukungan penting kepada Menteri Bahlil terkait investasi di Rempang. Selain itu, apa yang dilakukan Bahlil pun layak jadi percontohan ke depan #DukungBahlil https   t.co uBe2fya68n",False,41,True
APBN disusun DPR &amp  Pemerintah. Pemerintah Ga boleh sembarangan ngeset semaunya  Berlaku buat KCJB juga Rempang. Enak saja main set sendiri.. emangnya DPR itu boneka?  Eh.. iya,,id,APBN disusun DPR  amp  Pemerintah. Pemerintah Ga boleh sembarangan ngeset semaunya  Berlaku buat KCJB juga Rempang. Enak saja main set sendiri.. emangnya DPR itu boneka?  Eh.. iya,False,27,True
"@IND0_Update @MataNajwa @Metro_TV @tvOneNews HIPMI melihat investasi Rempang sebagai peluang emas bagi pengembangan ekonomi nasional dan kesejahteraan masyarakat sekitar. Bersama Bahlil Lahadalia, kami mendukung penuh agar proyek ini mencapai hasil terbaik. #HIPMIRempang Bahlil Kawal Investasi",,id,"@IND0_Update @MataNajwa @Metro_TV @tvOneNews HIPMI melihat investasi Rempang sebagai peluang emas bagi pengembangan ekonomi nasional dan kesejahteraan masyarakat sekitar. Bersama Bahlil Lahadalia, kami mendukung penuh agar proyek ini mencapai hasil terbaik. #HIPMIRempang Bahlil Kawal Investasi",False,33,True
"Di Rempang Eco City, Hipmi dan Menteri Bahlil Lahadalia melukiskan cerita keberhasilan. Mereka bukan hanya membuka peluang kerja, tetapi juga membuka jalan bagi mimpi-mimpi masyarakat lokal. 💫🚀 Bahlil Kawal Investasi #HIPMIRempang https://t.co/iw96Dps7bd",,id,"Di Rempang Eco City, Hipmi dan Menteri Bahlil Lahadalia melukiskan cerita keberhasilan. Mereka bukan hanya membuka peluang kerja, tetapi juga membuka jalan bagi mimpi-mimpi masyarakat lokal.  Bahlil Kawal Investasi #HIPMIRempang https   t.co iw96Dps7bd",False,31,True
